id_bien;code_departement_code_commune;numero_voie;b_t_q;type_voie;code_voie;voie;prefix_section;section;numero_plan;lot;surface_carrez;surface_reelle;surface_terrain;type_local;nombre_piece
690103860AE2628;69010;3;;RUE;860;DE PARIS;;AE;26;28;55.8;62;;Appartement;3
6903423390AK2682;69034;23;;CHE;390;DU CHARROI;;AK;268;2;114.68;100;;Maison;4
6920242910AH111244;69202;42;;BD;910;DES PROVINCES;;AH;11;1244;68.05;72;;Appartement;4
69202211120AM1863;69202;21;;RUE;1120;DU VINGTAIN;;AM;186;3;26.63;27;;Appartement;1
6928642360AO441290;69286;42;;AV;360;GEN LECLERC;;AO;441;290;35.78;19;;Appartement;1
6938116295AI3923;69381;16;;RUE;295;DE L ANNONCIADE;;AI;39;23;25.43;15;;Appartement;1
69381107070AI943;69381;10;;RUE;7070;TOURRET;;AI;94;3;45.56;46;;Appartement;2
6938424505AW2312;69384;2;;PL;4505;MARCEL BERTONE;;AW;23;12;52.39;60;;Appartement;2
7401027430DN6360;74010;27;;RUE;430;CARNOT;;DN;63;60;60.07;48;;Appartement;2
7409023115A127223;74090;23;;CHE;115;DE L ESSERT;;A;1272;23;53;53;;Appartement;2
74311185493C2104124;74311;185;;ALL;493;DE LA THIOLLYRE;;C;2104;124;68.26;68;;Appartement;3
75101312318AR64297;75101;31;;RUE;2318;COQUILLIERE;;AR;64;297;83.13;85;;Appartement;3
751021418525AL53191;75102;141;;RUE;8525;SAINT DENIS;;AL;53;191;21.31;21;;Appartement;1
75105494108AK11221;75105;49;;RUE;4108;GEOFFROY ST HILAIRE;;AK;112;21;45.86;44;;Appartement;2
7510674367AC8330;75106;7;;RUE;4367;GUENEGAUD;;AC;83;30;27.41;31;;Appartement;2
75106298484AE989;75106;29;;RUE;8484;SAINT ANDRE DES ARTS;;AE;98;9;13.76;20;;Appartement;1
75110148692AY5416;75110;14;;BD;8692;SAINT MARTIN;;AY;54;16;30;40;;Appartement;3
75110483522AZ8022;75110;48;;RUE;3522;DU FBG ST MARTIN;;AZ;80;22;52.38;50;;Appartement;3
75111144340AK6421;75111;14;;CITE;4340;GRISET;;AK;64;21;17.84;54;;Appartement;3
75111204939AN9824;75111;20;;RUE;4939;JEAN PIERRE TIMBAUD;;AN;98;24;12.09;8;;Appartement;1
75111509907AP3124;75111;50;;BD;9907;VOLTAIRE;;AP;31;24;67.12;69;;Appartement;3
751111631888BS51194;75111;163;;RUE;1888;DE CHARONNE;;BS;51;194;26.5;27;;Appartement;1
7511165920CE9720;75111;6;;RUE;5920;DE LA MAIN D OR;;CE;97;20;16.02;14;;Appartement;1
751113093514CP101214;75111;309;;RUE;3514;DU FBG ST ANTOINE;;CP;101;214;72.63;70;;Appartement;3
75112603539BP6431;75112;60;;RUE;3539;DE FECAMP;;BP;64;31;66.35;64;;Appartement;3
751121BX012CO1214;75112;1;B;VC;X012;A 12;;CO;12;14;27.3;25;;Appartement;1
75113649337BH7020;75113;64;;RUE;9337;DE TOLBIAC;;BH;70;20;36.3;34;;Appartement;3
751131025146DI6354;75113;102;;BD;5146;KELLERMANN;;DI;6;354;29.16;29;;Appartement;1
7511317841DN8823;75113;17;;RUE;841;BELLIER DEDOUVRE;;DN;88;23;14.8;20;;Appartement;1
751131594754DS78103;75113;159;;AV;4754;D ITALIE;;DS;78;103;38.7;38;;Appartement;2
751133B3755DW214324;75113;3;B;PAS;3755;FOUBERT;;DW;214;324;105;106;;Appartement;5
7511416B1593AB2861;75114;16;B;RUE;1593;CASSINI;;AB;28;61;64.72;72;;Appartement;3
75114183116AF22309;75114;18;;BD;3116;EDGAR QUINET;;AF;22;309;41.58;44;;Appartement;2
75114104879AS337;75114;10;;RUE;4879;JEAN DOLENT;;AS;3;37;40.93;42;;Appartement;2
75115901454BU32136;75115;90;;RUE;1454;CAMBRONNE;;BU;32;136;43.55;44;;Appartement;1
75115185456CD42232;75115;18;;RUE;5456;LECOURBE;;CD;42;232;42.01;42;;Appartement;2
75115121569CY3821;75115;12;;RUE;1569;CARRIER BELLEUSE;;CY;38;21;44.48;48;;Appartement;3
75115508909CZ3015;75115;50;;AV;8909;DE SEGUR;;CZ;30;15;60.51;56;;Appartement;3
75115318513DK614;75115;31;;RUE;8513;SAINT CHARLES;;DK;61;4;127.5;119;;Appartement;5
75116514029AS118;75116;51;;RUE;4029;DU GAL DELESTRAINT;;AS;11;8;116.55;112;;Appartement;5
75116428190BV56530;75116;42;;RUE;8190;RIBERA;;BV;56;530;83.21;80;;Appartement;3
75116417BZ8121;75116;4;;AV;17;DE L ABBE ROUSSEL;;BZ;8;121;76.53;74;;Appartement;4
75116229362DP4112;75116;22;;RUE;9362;DE LA TOUR;;DP;41;12;30.35;41;;Appartement;2
7511794410BK33;75117;9;;RUE;4410;GUSTAVE FLAUBERT;;BK;3;3;219.23;222;;Appartement;7
751171231550CG1702;75117;123;;RUE;1550;CARDINET;;CG;170;2;23.34;20;;Appartement;2
75117648847CI9727;75117;64;;RUE;8847;SAUSSURE;;CI;97;27;74.1;75;;Appartement;3
751181286467BX6104;75118;128;;RUE;6467;DU MONT CENIS;;BX;6;104;48.39;17;;Appartement;1
75118136149CI3822;75118;13;;RUE;6149;MARX DORMOY;;CI;38;22;23.02;23;;Appartement;1
75118706149DD2616;75118;70;;RUE;6149;MARX DORMOY;;DD;26;16;31.34;30;;Appartement;2
7511911451EP59;75119;11;;RUE;451;ARMAND CARREL;;EP;5;9;34.87;30;;Appartement;2
75120505134BN67160;75120;50;;RUE;5134;DE LA JUSTICE;;BN;67;160;11.8;11;;Appartement;1
76259401281AR1235;76259;40;;CHE;1281;DU NID DE VERDIER;;AR;123;5;90.87;91;;Appartement;3
7655253427XA26424;76552;53;;RUE;427;DU GEN DE GAULLE;;XA;264;24;84.46;84;;Appartement;4
7726830134ZB505303;77268;30;;RUE;134;DE LA ROSERAIE;;ZB;505;303;98.86;97;;Maison;5
773338310AW2601;77333;8;;RUE;310;GASTON DARLEY;;AW;260;1;56.1;56;;Appartement;3
7747910543AA7324;77479;10;;RUE;543;DES PINSONS;;AA;73;24;33.7;34;;Appartement;1
780159001A010AE852715;78015;9001;;RES;A010;LE NOUVEAU PARC;;AE;852;715;58.44;59;;Appartement;3
7822412180AK125770;78224;12;;RTE;180;DE SAINT NOM;;AK;125;770;112.45;116;;Appartement;5
78372973AD3942051;78372;9;;AV;73;AUGUSTE RENOIR;;AD;394;2051;100.48;98;;Appartement;5
783983520B10252;78398;3;;CHE;520;DU VIEIL ETANG;;B;1025;2;221.92;221;;Maison;7
784233765AC82142;78423;3;;PL;765;ETIENNE FRANCOIS CHOISEUL;;AC;82;142;30.31;31;;Appartement;1
784665175AT3443;78466;5;;ALL;175;DES BRUYERES;;AT;34;43;194.49;186;;Maison;7
7848134930AH791529;78481;34;;RUE;930;DU PRESIDENT WILSON;;AH;79;1529;84.01;83;;Appartement;5
78551261245AI79410;78551;26;;RUE;1245;DU MAL JOFFRE;;AI;794;10;38.19;38;;Appartement;1
7857121126AB1401;78571;21;;RUE;126;CHARLES DE GAULLE;;AB;140;1;201.66;110;;Maison;4
7858620770AR1013;78586;20;;RTE;770;DE CORMEILLES;;AR;10;13;33;34;;Appartement;2
786408227AM159172;78640;8;;AV;227;DU GENERAL DE GAULLE;;AM;159;172;49;49;;Appartement;2
78646231350AE20225;78646;23;;RUE;1350;HOCHE;;AE;202;25;19.05;20;;Appartement;0
78646243180AH11641;78646;24;;RUE;3180;DU VIEUX VERSAILLES;;AH;116;41;47.57;43;;Appartement;2
7864614340BR1127;78646;14;;RUE;340;BENJAMIN FRANKLIN;;BR;112;7;50.02;48;;Appartement;3
7868685570AE51923;78686;85;;AV;570;DU GENERAL LECLERC;;AE;519;23;42;41;;Appartement;1
7868816169AM3911;78688;16;;AV;169;DE LA GRANDE ILE;;AM;391;1;47.92;48;;Appartement;2
8001671170AT3898;80016;7;;RUE;1170;DE LA STATION;;AT;389;8;40.07;38;;Appartement;2
8212111910AM49115;82121;1;;RUE;1910;DE CHATEAUVIEUX;;AM;49;115;77.79;90;;Appartement;3
8303423825AH34131;83034;238;;RTE;25;DE LA BENOITE;;AH;341;31;43.41;44;;Appartement;2
83090339367BZ16123;83090;339;;CHE;367;FLOREAL;;BZ;16;123;45.9;46;;Appartement;2
8309120300E397012;83091;20;;RUE;300;GENERAL SARRAIL;;E;3970;12;47.22;53;;Appartement;3
831296151750AV255221;83129;615;;COR;1750;DE SOLVIOU;;AV;255;221;74.5;74;;Appartement;4
84007683270DL1095104;84007;68;;RUE;3270;DES LICES;;DL;1095;104;103.98;99;;Appartement;5
8408711710BS3241;84087;11;;RUE;710;CONTRESCARPE;;BS;324;1;31.86;32;;Appartement;2
8409269482AY120;84092;69;;AV;482;SAINT JEAN;;AY;1;20;42.69;45;;Appartement;2
84136508316B12972;84136;5083;;RTE;16;DE MONTMIRAIL;;B;1297;2;60.12;60;;Appartement;2
8519198B1590AN4412;85191;98;B;RUE;1590;MARECHAL JOFFRE;;AN;441;2;58;78;;Appartement;2
85222281480AH3529;85222;28;;AV;1480;DE LA PLAGE;;AH;35;29;19.11;20;;Appartement;1
85234732935BE13722;85234;73;;ESP;2935;DE LA MER;;BE;137;22;41.29;47;;Appartement;2
852889151A043228DI323;85288;9151;;RES;A043;L HERMITAGE;228;DI;32;3;33.15;30;;Appartement;2
86194311590DX26773;86194;31;;RUE;1590;DE LA GANTERIE;;DX;267;73;34.33;34;;Appartement;2
87085393605DE2913;87085;39;;RUE;3605;MONTMAILLER;;DE;291;3;64.46;61;;Appartement;4
87085344327OI176111;87085;34;;AV;4327;DU PDT VINCENT AURIOL;;OI;176;111;61.14;61;;Appartement;2
9106410810F2252;91064;10;;RUE;810;DES GLYCINES;;F;225;2;95.31;80;;Maison;4
910979001A200AE1101232;91097;9001;;RES;A200;LES MARELLES;;AE;110;1232;63.83;65;;Appartement;3
91103132116AD6355006;91103;13;;AV;2116;NORMANDIE-NIEMEN;;AD;635;5006;41.41;44;;Appartement;2
9122629420AB50010;91226;29;;BD;420;DES LAVANDIERES;;AB;500;10;42.9;51;;Appartement;2
9127241868CK29181;91272;4;;IMP;1868;DU MOULIN DE JUBICIAUX;;CK;29;181;71.02;84;;Appartement;3
913459001A170AO3001045;91345;9001;;RES;A170;VOIE DU SUD;;AO;300;1045;44.05;43;;Appartement;2
914321251960G4332;91432;125;;RUE;1960;DE SAVIGNY;;G;433;2;110.18;90;;Maison;4
9147755120BM26416;91477;5;;IMP;5120;DES VHERNES;;BM;264;16;30.84;28;;Appartement;2
91573111310AH32137;91573;11;;RUE;1310;DU COMMERCE;;AH;321;37;81.14;82;;Appartement;4
91589124320AT72210;91589;124;;BD;320;ARISTIDE BRIAND;;AT;722;10;17.56;19;;Appartement;1
9160026650AL1074;91600;26;;AV;650;DU GENERAL DE GAULLE;;AL;107;4;49.92;52;;Appartement;3
92002292520BU101527;92002;29;;AV;2520;DIVISION LECLERC;;BU;101;527;71.2;72;;Appartement;3
92004294140O11011;92004;29;;RUE;4140;GEORGES GUYNEMER;;O;110;11;118.05;112;;Appartement;3
9202059633U9610;92020;5;;AV;9633;DE VERDUN;;U;96;10;24.04;24;;Appartement;1
9203312790AD270619;92033;12;;RUE;790;SYLVAIN VIGNERAS;;AD;270;619;72.16;74;;Appartement;3
92035244760S9125;92035;24;;AV;4760;JOSEPH FROMENT;;S;91;25;61.46;53;;Appartement;3
92040233555AB1083082;92040;23;;RUE;3555;FOUCHER LEPELLETIER;;AB;108;3082;98.84;98;;Appartement;4
9204016670AH118102;92040;16;;AV;670;BOURGAIN;;AH;118;102;53.41;54;;Appartement;3
920401829640M23415;92040;182;;AV;9640;DE VERDUN;;M;234;15;89.51;89;;Appartement;4
9204677121V3202;92046;7;;RUE;7121;PAUL ELUARD;;V;320;2;121.54;120;;Maison;5
92062419666AB1374011;92062;41;;RUE;9666;VOLTAIRE;;AB;137;4011;45.61;45;;Appartement;2
9206268525AC945;92062;6;;RUE;8525;SAULNIER;;AC;94;5;40.07;41;;Appartement;3
92063452960AE38819;92063;45;;RUE;2960;PIERRE BROSSOLETTE;;AE;388;19;57.01;56;;Appartement;3
93032171650BV1962;93032;17;;AV;1650;JULES FERRY;;BV;196;2;62;66;;Maison;3
9304537180E154204;93045;3;;RUE;7180;DE LA PREVOYANCE;;E;154;204;14.4;14;;Appartement;1
93051202200AX1122;93051;20;;BD;2200;SOUCHET;;AX;11;22;25.6;25;;Appartement;1
9305131777BW3048;93051;3;;RUE;1777;PAUL BELMONDO;;BW;30;48;53.28;52;;Appartement;2
930571170P61;93057;11;;ALL;70;DES ARQUEBUSES;;P;6;1;25.07;84;;Appartement;3
93070226157AE9878;93070;22;;RUE;6157;MATHIEU;;AE;98;78;22.15;22;;Appartement;1
9307026125AK993;93070;2;;RUE;6125;MARCEL SEMBAT;;AK;99;3;35.47;36;;Appartement;2
93070157115J60506021;93070;15;;ALL;7115;DE PARIS;;J;60;506021;63.67;63;;Appartement;3
93073510AR6077;93073;5;;AV;10;ALBERT SARRAUT;;AR;607;7;28.06;28;;Appartement;2
9400253157AL176226;94002;5;;RUE;3157;EMMANUEL KANT;;AL;176;226;29;29;;Appartement;1
94017177110BU1616;94017;17;;RUE;7110;DU PANORAMA;;BU;16;16;92.4;96;;Maison;5
9401911035AI2481410;94019;110;;RUE;35;ARISTIDE BRIAND;;AI;248;1410;59.11;60;;Appartement;3
940225530AE29172;94022;55;;AV;30;D ALFORTVILLE;;AE;29;172;63.02;65;;Appartement;4
94028915120L11325;94028;91;;AV;5120;LAFERRIERE;;L;113;25;38.39;38;;Appartement;2
94037267140E5485;94037;26;;AV;7140;PASTEUR;;E;54;85;71.07;58;;Appartement;3
9406744170H6818;94067;4;;RUE;4170;GRANDVILLE;;H;68;18;67.68;66;;Appartement;3
95060101B275BH4672;95060;101;B;GR;275;GRANDE RUE;;BH;467;2;70.5;71;;Appartement;4
952194416AM62031;95219;4;;RUE;416;CLAUDE FARRERE;;AM;620;31;79.71;79;;Appartement;4
9535225280AA157214;95352;25;;BD;280;DE LA FRATERNITE;;AA;157;214;48.01;41;;Appartement;2
95428331260AL125306;95428;33;;AV;1260;MARCHAND;;AL;125;306;65.52;64;;Appartement;4
95572443BN10745;95572;4;;RUE;43;DE LA BOUCLE;;BN;107;45;81.61;82;;Appartement;4
972209281601BV29140;972209;28;;RTE;1601;DE RAVINE VILAINE;;BV;291;40;107.24;109;;Appartement;5
9722136187FB381S118724;972213;6187;F;;B381;HAB SOUDON;;S;1187;24;69.01;69;;Appartement;3
9722298219R88056;972229;82;;RUE;19;AUBIN EDMOND;;R;880;56;34.18;34;;Appartement;2
97330918B187AO3453;973309;18;B;RTE;187;DU MAHURY (RD1);;AO;345;3;64.5;76;;Appartement;3
97441811290AD4983;974418;11;;RLE;290;MOULIN A MAIS;;AD;498;3;39;34;;Appartement;2
012025145AC78219;01202;5;;PL;145;DE L EGLISE;;AC;782;19;37.63;39;;Appartement;2
027951115AB4171;02795;1;;RUE;115;DU PONT DE LA TOURNELLE;;AB;417;1;145.28;145;;Maison;4
02795750AD508;02795;7;;RUE;50;DE FONTENOY;;AD;50;8;49.99;49;;Appartement;3
040735112A008AB216112;04073;5112;;RES;A008;LES MARGUERITES;;AB;216;112;26.76;30;;Appartement;1
04088155330G148315;04088;155;;RUE;330;DOC CASIMIR CAIRE;;G;1483;15;42.73;42;;Appartement;2
041129002DA023BN55719;04112;9002;D;;A023;LES LAVANDES;;BN;557;19;83.88;84;;Appartement;5
06004211329BN346118;06004;21;;RUE;1329;DU GENERAL D'ANDREOSSY;;BN;346;118;23.79;29;;Appartement;1
0601111330AC264;06011;11;;BD;330;PAUL DEROULEDE;;AC;26;4;79.78;61;;Appartement;3
0601212720AH18714;06012;12;;CHE;720;DE USINE ELECTRIQUE;;AH;187;14;40.2;34;;Appartement;2
06027141020BA583;06027;14;;IMP;1020;DU DOC CALMETTE;;BA;58;3;20.4;21;;Maison;1
060271054CH226;06027;10;;CHE;54;ALPHONSE DAUDET;;CH;22;6;130.09;132;542;Maison;5
06029113380CE89175;06029;11;;RUE;3380;RICORD LATY;;CE;89;175;34.11;35;;Appartement;2
06029423350CT82168;06029;42;;BD;3350;DE LA REPUBLIQUE;;CT;82;168;36.15;55;;Appartement;2
06030116300BC253158;06030;116;;BD;300;SADI CARNOT;;BC;253;158;20.64;16;;Appartement;1
06030911240BC70756;06030;91;;BD;1240;PAUL DOUMER;;BC;707;56;26.58;27;;Appartement;1
06069994780CE268145;06069;99;;AV;4780;SIDI BRAHIM;;CE;268;145;90.76;90;;Appartement;4
060837890BI40394;06083;7;;MTE;890;DU LUTETIA;;BI;403;94;41.88;40;;Appartement;2
06088455600KY14016;06088;45;;RUE;5600;ROSSINI;;KY;140;16;69.7;61;;Appartement;3
0608893080LC32157;06088;9;;RUE;3080;GUBERNATIS;;LC;321;57;44.01;44;;Appartement;2
06088482680LK26882;06088;48;;COR;2680;FRERE MARC;;LK;268;82;66.41;66;;Appartement;4
06088853820MR586261;06088;85;;BD;3820;DE LA MADELEINE;;MR;586;261;28.71;27;;Appartement;1
060916133E10799;06091;6;;PTTE;133;LA PLACETTE;;E;1079;9;75.81;75;;Appartement;3
06123524560AT354159;06123;524;;AV;560;DE LA LIBERATION;;AT;354;159;76.25;61;;Appartement;3
0612870245AC1851;06128;70;;ALL;245;DES LAVANDES;;AC;185;1;83.62;89;;Appartement;3
061539625B287E866357;06153;9625;;;B287;LA COLMIANE;;E;866;357;44.9;45;;Appartement;3
0616145025AA6091;06161;450;;AV;25;ANTONY FABRE;;AA;60;91;51.72;52;;Appartement;3
06161457320AI15950;06161;457;;AV;320;DES FERRAYONNES;;AI;159;50;31.45;30;;Appartement;1
061623040BK2764;06162;30;;RUE;40;ALBERTI BERNARDIN;;BK;276;4;42.41;30;;Appartement;1
070429001A050AV36934;07042;9001;;CITE;A050;DE LA SOUTEYRANNE;;AV;369;34;83.09;83;;Appartement;5
0728138330AC5611;07281;38;;AV;330;VICTOR TASSINI;;AC;561;1;102.62;82;;Appartement;3
103334820AM51776;10333;4;;ALL;820;DES ARCADES;;AM;517;76;104.59;104;;Appartement;5
10387472808BM57069;10387;47;;RUE;2808;JEAN GUAILDE;;BM;570;69;41.94;44;;Appartement;2
103871441690CR11617;10387;144;;RUE;1690;EDOUARD VAILLANT;;CR;116;17;75.07;62;;Maison;4
112622C1780AC3853;11262;2;C;RUE;1780;EDOUARD VAILLANT;;AC;385;3;93.45;91;;Appartement;4
1300211550ED907;13002;1;;RUE;1550;PIERRE CURIE;;ED;90;7;43.6;50;;Appartement;2
130025651F1111EM7313;13002;5651;F;CHE;1111;LAURENT MERLE;;EM;73;13;99.1;99;;Appartement;4
130059001A580BS73013;13005;9001;;RES;A580;LE MAZET;;BS;730;13;70.64;69;;Appartement;4
13201561689803A14314;13201;56;;VC;1689;LA CANEBIERE;803;A;143;14;81.78;72;;Appartement;3
132071A7676834B4724;13207;1;A;PL;7676;DU QUATRE SEPTEMBRE;834;B;47;24;54.89;57;;Appartement;3
13207508654834B9410;13207;50;;RUE;8654;SAUVEUR TOBELEM;834;B;94;10;35.1;35;;Appartement;1
132082886794839B6315;13208;288;;RUE;6794;PARADIS;839;B;63;15;89.43;98;;Appartement;3
1320816433841D49255;13208;1;;ALL;6433;MURILLO;841;D;49;255;81.71;78;;Appartement;3
1321216B7658874T11098;13212;16;B;TRA;7658;DES 4 CHE MONTOLIVET;874;T;110;98;64;64;;Appartement;3
132139128735879E1011;13213;9128;;BD;735;BARA;879;E;101;1;157.62;164;;Appartement;6
13213932107887H143156;13213;93;;TSSE;2107;CHARLES SUSINI;887;H;143;156;39.82;40;;Appartement;2
142202740AB2651484;14220;2;;RUE;740;DES VILLAS;;AB;265;1484;34.53;38;;Appartement;2
142201552AT2657;14220;1;;PL;552;DE LA POIN DU HOC;;AT;26;57;25.33;24;;Appartement;1
1601563380CS55032;16015;6;;RUE;3380;PORT THUREAU;;CS;550;32;33.37;33;;Appartement;2
17300188250EL914;17300;18;;RUE;8250;VERDIERE;;EL;91;4;35.01;37;;Appartement;2
2216236523ZC911;22162;36;;VC;523;HENT KERVIG;;ZC;91;1;44.62;44;;Appartement;3
243229220BK25328;24322;9;;RUE;220;ANDRE SAIGNE;;BK;253;28;51.84;58;;Appartement;2
254113245AC30410;25411;32;;RUE;45;BOIS SOLEIL;;AC;304;10;69.42;59;;Appartement;3
2632414310BM2239;26324;14;;CRS;310;DES PLATANES;;BM;223;9;70.98;77;;Appartement;3
2632534235B23931;26325;34;;AV;235;DE LYON;;B;239;31;32.97;35;;Appartement;2
26362198900AD8779;26362;19;;AV;8900;DE L YSER;;AD;87;79;73.18;74;;Appartement;4
28085133070AM1349;28085;13;;RUE;3070;DU PONT ST HILAIRE;;AM;134;9;34.51;38;;Appartement;2
2901945835CD2661;29019;45;;RUE;835;CHARLES BERTHELOT;;CD;266;1;57.05;57;;Appartement;2
2901911535KT48216;29019;1;;RUE;1535;DE L EGLISE;;KT;48;216;55.81;55;;Appartement;3
2A0049001A005AH170339;2A004;9001;;RES;A005;ALZO DI SOLE ASPRETTO;;AH;170;339;35.45;35;;Appartement;2
2A1305789B371A2386109;2A130;5789;;;B371;TERRA DI SOLE;;A;2386;109;92.95;60;;Maison;3
2A1305400A020A327363;2A130;5400;;VGE;A020;DE TERRA BELLA;;A;3273;63;32.35;32;;Appartement;2
2A1305400A020A327396;2A130;5400;;VGE;A020;DE TERRA BELLA;;A;3273;96;46.24;45;;Appartement;3
30189495HI35911;30189;4;;RUE;95;D AIX;;HI;359;11;65.85;70;;Appartement;4
3155513276846AM1525;31555;13;;ALL;276;D'ANCELY;846;AM;1;525;104;105;;Appartement;5
3300917C2002AO34913;33009;17;C;RUE;2002;ST ELME;;AO;349;13;84.14;89;;Appartement;4
3301127760AN8672;33011;27;;CITE;760;LE PARADIS;;AN;86;72;64.75;65;;Maison;4
3301357T300AC2632;33013;57;T;AV;300;DE TECHENEY;;AC;263;2;94.32;91;;Maison;4
33039161285AW3243;33039;16;;RUE;1285;LENINE;;AW;324;3;58.07;59;;Appartement;3
330514107AI5037;33051;4;;ALL;107;GABRIEL FAURE;;AI;50;37;48.67;48;;Appartement;2
3306322153EH237217;33063;2;;RUE;2153;COLETTE;;EH;237;217;71.07;71;;Appartement;4
33119111493AN29370;33119;11;;RUE;1493;DU ONZE NOVEMBRE 1918;;AN;293;70;52.93;50;;Appartement;2
3316741247AE49322;33167;4;;RUE;1247;PAUL GROS;;AE;493;22;42.6;44;;Appartement;2
331929001A473BL3257;33192;9001;;RES;A473;GAZAILLAN;;BL;32;57;105.82;106;;Appartement;5
33192189289CE23546;33192;18;;RUE;9289;SAINT FRANCOIS XAVIER;;CE;235;46;43.71;44;;Appartement;2
332343118AK4711;33234;3;;CHE;118;DE L ESTEY;;AK;471;1;30.6;38;;Appartement;2
332495226AN23120;33249;5;;RUE;226;DU COMMANDANT COUSTEAU;;AN;231;20;98.57;94;;Appartement;6
332819001A101BO484265;33281;9001;;RES;A101;MARLY II;;BO;484;265;59.47;59;;Appartement;3
334349001551AL869;33434;9001;;RUE;551;DES LILAS;;AL;8;69;62.76;63;;Maison;3
33522411200AY242106;33522;41;;RUE;1200;DU GENERAL BORDAS;;AY;242;106;20.54;20;;Appartement;1
33550285CL204391;33550;2;;RUE;85;BALZAC;;CL;204;391;89.78;79;;Maison;5
335509001A140CO521288;33550;9001;;RES;A140;SARCIGNAN;;CO;521;288;62.48;62;;Appartement;4
340275B3AH2981;34027;5;B;ALL;3;DES ACACIAS;;AH;298;1;62.69;64;;Appartement;3
34145343115BO1524;34145;343;;RUE;115;DU BOUZANQUET;;BO;152;4;64.62;64;;Appartement;3
3414551800BX2891;34145;51;;RUE;800;DU RIEU;;BX;289;1;64.79;76;;Appartement;4
3430151060BC4023;34301;5;;RUE;1060;DE LA LIBERTE;;BC;402;3;107.22;110;;Appartement;4
3433711B155BI1942;34337;11;B;RUE;155;DES LITTORINES;;BI;194;2;89.12;89;;Maison;4
35033652AB40066;35033;6;;ALL;52;DE LA PERRIERE;;AB;400;66;48.48;50;;Appartement;2
352282A9AH33358;35228;2;A;RUE;9;DE L AEROPORT;;AH;333;58;64.8;85;;Appartement;4
352366250AL35813;35236;6;;RUE;250;DES CHAFFAUDS;;AL;358;13;62.26;64;;Appartement;3
3523863180BR71611;35238;6;;AV;3180;DES FRANCAIS LIBRES;;BR;716;11;53.03;53;;Appartement;3
35238109927HN12219;35238;10;;AV;9927;GERMAINE DULAC;;HN;122;19;64.55;64;;Appartement;3
3523813581MO14517;35238;13;;RUE;581;AURELIE NEMOURS;;MO;145;17;44.63;44;;Appartement;2
353604710AB3433;35360;4;;RUE;710;D'EMBAS;;AB;343;3;47.57;47;;Appartement;1
37261123800BZ5034;37261;12;;QUAI;3800;PAUL BERT;;BZ;503;4;56.78;60;;Appartement;3
37261962260ES117446;37261;96;;RUE;2260;GIRAUDEAU;;ES;1174;46;63.09;60;;Appartement;2
381295155B071AB56127;38129;5155;;;B071;LES SAGNES;;AB;56;127;28.7;29;;Appartement;1
381515370AS134298;38151;5;;RUE;370;DE LA LIBERTE;;AS;134;298;82.4;74;;Appartement;4
3843982C209AC6148;38439;82;C;RTE;209;DE LA ROCHE;;AC;61;48;80.08;79;;Appartement;4
385485821B373AZ10113804;38548;5821;;;B373;VILLARD LE HAUT;;AZ;101;13804;20.31;19;;Appartement;1
390593320130AH37556;39059;3320;;RUE;130;DE FRANCHE COMTE;;AH;375;56;36;38;;Appartement;2
3919831350AX30016;39198;3;;AV;1350;DE LA PAIX;;AX;300;16;19;50;;Appartement;3
4004660403AZ350110;40046;60;;AV;403;DE LA COLONIE;;AZ;350;110;48.17;48;;Appartement;2
420712260AN6115;42071;2;;RUE;260;GEORGES CLEMENCEAU;;AN;61;15;40.49;40;;Appartement;2
4214713190BL41915;42147;13;;ALL;190;DE CHARLIEU;;BL;419;15;59.23;59;;Appartement;2
440101091049AM358109;44010;109;;RTE;1049;DE KERJACOT;;AM;358;109;24.43;24;;Maison;2
44026222025BV194170;44026;22;;BD;2025;AMPERE;;BV;194;170;38.91;38;;Appartement;2
44109172488HM484223;44109;17;;RUE;2488;DOBREE;;HM;484;223;39.47;38;;Appartement;1
44109333062MV50311;44109;33;;RUE;3062;FELIX FAURE;;MV;503;11;47.89;45;;Appartement;2
44109393072NY20260;44109;39;;RUE;3072;FELIX LEMOINE;;NY;20;260;57.7;60;;Appartement;3
441093083OZ846192;44109;30;;BD;83;ALBERT EINSTEIN;;OZ;846;192;19.67;19;;Appartement;1
44109167842PT36214;44109;16;;RUE;7842;DES SAUMONIERES;;PT;362;14;19.71;19;;Appartement;1
4413221220AH505295;44132;2;;AV;1220;DE LA POSTE;;AH;505;295;37.07;37;;Appartement;2
44172142900AB59226;44172;14;;RUE;2900;DE LA JEUNE VIGNE;;AB;592;26;23.96;24;;Appartement;1
44184775740BT3745;44184;77;;RUE;5740;DE TRIGNAC;;BT;374;5;45.46;47;;Appartement;3
44190161091CH310150;44190;16;;RUE;1091;PIERRE BEREGOVOY;;CH;310;150;67.5;67;;Appartement;3
4419031096CI6773;44190;3;;RUE;1096;DE POLYMNIE;;CI;67;73;43.31;42;;Appartement;2
452341033740AX2381;45234;103;;RUE;3740;D ILLIERS;;AX;238;1;38.7;36;;Appartement;2
452846953CH165117;45284;69;;RUE;53;DES ARMENAULT;;CH;165;117;46.95;48;;Appartement;2
47001281180AS75512;47001;28;;BD;1180;EDOUARD LACOUR;;AS;755;12;29.78;30;;Appartement;1
492461238BD8892;49246;12;;RUE;38;AUGUSTE BOULAN;;BD;889;2;64.29;63;;Appartement;3
